,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
5324,武汉,275,2020,20,武汉2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,405.154644,405.154644,101.732278,249.82748,53.594886,0,0.594636958,0.027073975,0.130172014,0.135921392,0.039070917,0.033385104,0.006908908,0.015939963,0.016890769,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
5344,武威,276,2020,20,武威2020,Gansu,Gansu2020,干旱半干旱区,干旱半干旱区,Northwest,15.3004,15.3004,15.3004,0,0,0,0.418000286,0.237158669,0.11740377,0.136442886,0.017868639,0.033385068,0.006908979,0.015939947,0.016891756,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5364,西安,277,2020,20,西安2020,Shannxi,Shannxi2020,半湿润区,半湿润区,Northwest,294.4017,294.2728,47.2636,247.0092,0,0.1289,0.564864988,0.065584815,0.133691591,0.137780832,0.02495006,0.033384997,0.006908886,0.015939912,0.016893919,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
5384,西宁,278,2020,20,西宁2020,Qinghai,Qinghai2020,干旱半干旱区,干旱半干旱区,Northwest,88.2123,88.0166,70.8976,0,17.119,0.1957,0.433536466,0.201080002,0.124612898,0.133553442,0.03409015,0.033385021,0.006908974,0.015939925,0.016893122,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5404,西双版纳傣族自治州,279,2020,20,西双版纳傣族自治州2020,Yunnan,Yunnan2020,湿润区,半湿润区,Southwest,23.044339,23.0443,23.0443,0,0,0.000039,0.378822354,0.158720192,0.091791092,0.272035389,0.025540222,0.033379667,0.006909158,0.015940434,0.016861491,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5424,锡林郭勒,280,2020,20,锡林郭勒2020,Neimenggu ,Neimenggu 2020,干旱半干旱区,干旱半干旱区,North,18.69785,18.69785,18.69785,0,0,0,0.487702925,0.205250382,0.110970541,0.138184976,0.018571915,0.014152492,0.007013906,0.01618187,0.001970993,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5444,仙桃,281,2020,20,仙桃2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,17.000001,17.000001,0.000001,17,0,0,0.533212146,0.111278006,0.123699798,0.136833677,0.029941753,0.025841545,0.006912876,0.01593432,0.016345879,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
5464,咸宁,282,2020,20,咸宁2020,Hubei,Hubei2020,强降雨区,湿润 I 区,Central,31.1791,31.1791,0,31.1791,0,0,0.442341923,0.23473879,0.113626297,0.138940511,0.018265452,0.013970296,0.00692064,0.015966904,0.015229187,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
5484,咸阳,283,2020,20,咸阳2020,Shannxi,Shannxi2020,半湿润区,半湿润区,Northwest,47.9719,47.9565,47.9565,0,0,0.0154,0.39527646,0.206091051,0.117616713,0.123822722,0.084067012,0.03338486,0.006909257,0.015939943,0.016891982,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
5504,湘潭,284,2020,20,湘潭2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,53.721804,53.721804,33.325402,20.396402,0,0,0.503374609,0.148192528,0.12005523,0.138399155,0.018508269,0.031902933,0.00691015,0.015942824,0.016714301,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5524,湘西土家族苗族自治州,285,2020,20,湘西土家族苗族自治州2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,11.416,11.416,11.416,0,0,0,0.508072479,0.14660574,0.122096743,0.137353227,0.024839583,0.022067191,0.006914565,0.015952823,0.016097648,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5544,襄樊,286,2020,20,襄樊2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,79.550939,79.550939,19.71968,51.9638,7.867459,0,0.575867749,0.053932554,0.125800954,0.136395872,0.034892191,0.033385571,0.006909012,0.015940204,0.016875893,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
5564,孝感,287,2020,20,孝感2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,59.131189,59.131189,51.467365,0,7.663824,0,0.439578044,0.236731324,0.117257109,0.136321688,0.018265849,0.013968073,0.00692248,0.01597087,0.014984563,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
5584,忻州,288,2020,20,忻州2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,20.275542,20.275542,4.954376,15.321166,0,0,0.443009228,0.266269623,0.102493611,0.130832077,0.018514329,0.014158334,0.007017598,0.016189248,0.001515952,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5604,新乡,289,2020,20,新乡2020,Henan,Henan2020,半湿润区,半湿润区,Central,101.011773,101.011773,81.7325,19.279273,0,0,0.500199699,0.157961767,0.121308068,0.139557312,0.01828212,0.023183291,0.00691058,0.015943813,0.016653351,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
5624,新余,290,2020,20,新余2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,18.5118,18.5118,0,18.5118,0,0,0.530516862,0.12969233,0.114084584,0.139446947,0.034682765,0.014708391,0.006929568,0.015987629,0.013950922,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
5644,信阳,291,2020,20,信阳2020,Henan,Henan2020,半湿润区,湿润 I 区,Central,41.172892,41.172892,41.172892,0,0,0,0.477289354,0.190930482,0.119977607,0.140204232,0.018260993,0.014015237,0.006911924,0.015946894,0.016463276,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
5664,邢台,292,2020,20,邢台2020,Hebei,Hebei2020,半湿润区,半湿润区,North,47.062344,47.062344,20.505844,26.5565,0,0,0.448662688,0.253983346,0.110851844,0.129099102,0.018514263,0.014156214,0.00701768,0.016189088,0.001525775,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
5684,兴安盟,293,2020,20,兴安盟2020,Neimenggu ,Neimenggu 2020,干旱半干旱区,半湿润区,North,20.7216,20.6766,20.6766,0,0,0.045,0.487702925,0.205250382,0.110970541,0.138184976,0.018571915,0.014152492,0.007013906,0.01618187,0.001970993,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4573,宿迁,294,2020,20,宿迁2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,36.350338,36.350338,0,31.9257,4.424638,0,0.530281103,0.139457483,0.120332128,0.141570054,0.018665701,0.013999786,0.006938019,0.016007124,0.012748602,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4593,宿州,295,2020,20,宿州2020,Anhui,Anhui2020,湿润区,湿润 I 区,East,19.670106,19.669306,4.071916,15.59739,0,0.0008,0.544905839,0.122178937,0.120869473,0.141534886,0.019736144,0.013983881,0.006930125,0.015988912,0.013871802,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5704,徐州,296,2020,20,徐州2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,137.541197,137.541197,39.511762,88.184627,9.844808,0,0.598782196,0.045109816,0.126175759,0.13903636,0.037199996,0.014333828,0.006911624,0.015946231,0.01650419,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5724,许昌,297,2020,20,许昌2020,Henan,Henan2020,半湿润区,半湿润区,Central,57.058229,57.058228,21.1681,35.890128,0,0.000001,0.514674758,0.13411743,0.120660409,0.138239617,0.019448763,0.033251086,0.006909857,0.015942149,0.01675593,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
5744,宣城,298,2020,20,宣城2020,Anhui,Anhui2020,强降雨区,湿润 I 区,East,25.3395,25.3395,6.043,19.2965,0,0,0.476684911,0.206108279,0.112537672,0.141472521,0.018498227,0.014073374,0.006974496,0.016091263,0.007559257,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5764,雅安,299,2020,20,雅安2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,12.565862,12.561362,0,12.561362,0,0.0045,0.455733658,0.196950281,0.11695586,0.137925101,0.019321546,0.033385507,0.006908997,0.015940156,0.016878893,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
5784,烟台,300,2020,20,烟台2020,Shandong,Shandong2020,半湿润区,半湿润区,East,166.931956,166.931956,33.8566,128.954756,4.1206,0,0.58039443,0.080057178,0.125848432,0.141479497,0.019730132,0.013958591,0.006917599,0.015960014,0.015654128,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
5804,延安,301,2020,20,延安2020,Shannxi,Shannxi2020,半湿润区,半湿润区,Northwest,30.5771,30.4571,29.6026,0,0.8545,0.12,0.43876289,0.211736689,0.119984918,0.137878731,0.018509734,0.033385021,0.006908903,0.015939924,0.01689319,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
5824,延边朝鲜族自治州,302,2020,20,延边朝鲜族自治州2020,Jilin,Jilin2020,半湿润区,半湿润区,Northeast,48.752071,48.752044,13.397087,34.241174,1.113783,0.000027,0.522104219,0.171758342,0.11120619,0.137476515,0.018583832,0.014150467,0.007017222,0.016189281,0.001513933,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5844,盐城,303,2020,20,盐城2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,109.825082,109.825082,0,108.809822,1.01526,0,0.593137426,0.061402158,0.126777609,0.140841187,0.024916395,0.013952765,0.006914428,0.015952698,0.016105335,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5864,扬州,304,2020,20,扬州2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,96.406825,96.406825,19.1637,68.141325,9.1018,0,0.713467623,0.020411851,0.152440121,0.001108352,0.039449005,0.033385165,0.00690892,0.015939942,0.01688902,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
5884,阳江,305,2020,20,阳江2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,47.522837,47.522837,46.974423,0.548414,0,0,0.529800758,0.114185335,0.120834066,0.137690682,0.024445111,0.033385854,0.006909494,0.015941315,0.016807384,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
5904,阳泉,306,2020,20,阳泉2020,Shanxi,Shanxi2020,半湿润区,半湿润区,North,19.3928,19.3928,19.3928,0,0,0,0.470260338,0.22100545,0.113278738,0.137975205,0.018512727,0.014157786,0.007016418,0.016187795,0.001605544,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
5911,杨陵区,307,2020,20,杨陵区2020,Shannxi,Shannxi2020,半湿润区,半湿润区,Northwest,7.39,7.39,7.39,0,0,0,0.460370345,0.176299354,0.123034559,0.134878787,0.032290167,0.033384998,0.006908989,0.015939929,0.016892873,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
