Prefecture-level city (Chinese),Prefecture-level city,Prefecture-level city code,Year,Year Code,Province,Geographical region,generation (wt),harmless treatment (wt),Sanitary landfill (wt),Incineration (wt),Compost (wt),Dump (wt),Organic fractions,Ash and stone,Paper,Plastic and Rubber,Textile,Wood,Metal,Glass,Others,Carbon content of Organic Fractions,Carbon content of Ash and Stone,Carbon content of Paper,Carbon content of Plastic and Rubber,Carbon content of Textile,Carbon content of Wood,Carbon content of Glass,Carbon content of Metal,Carbon content of Others,Methane oxidation factor of Sanitary landfills,Methane oxidation factor of Dump,Methane correction factor of Sanitary landfills (MCF),Methane correction factor of Dumps (MCF),Methane collection rate of Sanitayr landfills (%),Methane collection rate of Dumps (%),Methane production rate coefficient of Paper/Textile (k),Methane production rate coefficient of Wood (k),Methane production rate coefficient of Garden waste (k),Methane production rate coefficient of Organic fractions (k),Decomposable biodegradable organic carbon of Organic fractions (DOCf),Decomposable biodegradable organic carbon of Wood (DOCf),Decomposable biodegradable organic carbon of Paper (DOCf),Decomposable biodegradable organic carbon of Textile (DOCf),Decomposable biodegradable organic carbon of Garden waste (DOCf),Degradable organic carbon of Paper (DOC(%)),Degradable organic carbon of Wood (DOC(%)),Degradable organic carbon of Textile (DOC(%)),Degradable organic carbon of Organic fractions (DOC(%)),The generation of leachate in Sanitary landfills (m3/t waste),The generation of leachate in Dumps (m3/t waste),COD concentrations of leachate in Sanitary landfills (g/m3),COD concentrations of leachate in Dumps (g/m3),2001~2008的分区,2009~2018的分区
三门峡,Sanmenxia,211,2009,9,Henan,Central,21.4,16.48,16.48,0,0,4.92,0.321903016,0.448173717,0.063423377,0.106787442,0.019068942,0.011734469,0.007348948,0.014624197,0.006935892,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2010,10,Henan,Central,21.6,18.32,18.32,0,0,3.28,0.330624049,0.414003021,0.080499744,0.114063689,0.019043158,0.01219223,0.006822247,0.014606381,0.008145481,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2011,11,Henan,Central,21,17.72,17.72,0,0,3.28,0.418570238,0.279081157,0.117122296,0.12391265,0.019028754,0.012461612,0.006654961,0.014600156,0.008568176,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2012,12,Henan,Central,22.13,18.31,18.31,0,0,3.82,0.400025575,0.256276233,0.156294883,0.125616197,0.01901807,0.012457854,0.006359045,0.014588441,0.009363702,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2013,13,Henan,Central,23.33,20.16,20.16,0,0,3.17,0.372077339,0.222970857,0.216417421,0.126469735,0.019011654,0.012455942,0.006182769,0.014581533,0.009832751,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2014,14,Henan,Central,24.36,20.44,20.44,0,0,3.92,0.336452867,0.191403891,0.282232833,0.127647139,0.019007236,0.012454644,0.006034453,0.014576262,0.010190674,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2015,15,Henan,Central,29.64,26.55,26.55,0,0,3.09,0.340490797,0.170599886,0.30815837,0.118540834,0.019009037,0.012360825,0.005823932,0.014572535,0.010443784,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2016,16,Henan,Central,29.8,28.37,28.37,0,0,1.43,0.473968661,0.10184332,0.22489705,0.136833864,0.01900683,0.01246486,0.005698328,0.014568488,0.010718599,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2017,17,Henan,Central,29.19,28.84,28.84,0,0,0.35,0.368022589,0.087754533,0.34362684,0.138123344,0.019003112,0.012457502,0.005704143,0.014568176,0.01073976,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2018,18,Henan,Central,30.400244,30.200244,30.200244,0,0,0.2,0.332056723,0.075833324,0.391079757,0.138561027,0.019003045,0.012457761,0.005683369,0.014567921,0.010757073,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2019,19,Henan,Central,30.5835,30.4335,30.4335,0,0,0.15,0.454429888,0.223621939,0.111813065,0.139470113,0.018300414,0.014045328,0.006919174,0.015963542,0.015436537,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三门峡,Sanmenxia,211,2020,20,Henan,Central,31.13198,30.94698,30.94698,0,0,0.185,0.454719315,0.21816776,0.114877734,0.139871753,0.018272101,0.015270196,0.006915536,0.01595521,0.015950394,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,Semi-wet,Semi-wet
三明,Sanming,212,2001,1,Fujian,East,13.4,13.4,13.4,0,0,0,0.463314295,0.348144069,0.038748401,0.082307089,0.018902942,0.012121075,0.007458306,0.027241993,0.001761829,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2002,2,Fujian,East,14,14,14,0,0,0,0.464447312,0.347108685,0.040143311,0.087855888,0.019059989,0.012234439,0.006926761,0.020460059,0.001763557,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2003,3,Fujian,East,14.4,14.4,14.4,0,0,0,0.474936985,0.316887142,0.043535097,0.104425466,0.019078646,0.012442491,0.00835642,0.018568448,0.001769306,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2004,4,Fujian,East,14.7,14.7,14.7,0,0,0,0.477535783,0.303529125,0.045690544,0.112864686,0.019068814,0.012459217,0.011944257,0.015126971,0.001780604,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2005,5,Fujian,East,15,14.94,14.94,0,0,0.06,0.4634071,0.317608844,0.045506558,0.112576494,0.019048522,0.012428539,0.01292559,0.014702541,0.001795811,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2006,6,Fujian,East,14.4,7.8,7.8,0,0,6.6,0.601232279,0.112861324,0.085189956,0.139831251,0.021381696,0.013164679,0.005995635,0.014991027,0.005352154,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2007,7,Fujian,East,16.63,15.97,15.97,0,0,0.66,0.501782177,0.256759389,0.056282992,0.127200606,0.019101855,0.012513095,0.009747818,0.014699071,0.001912997,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2008,8,Fujian,East,15.33,14.73,14.73,0,0,0.6,0.539596056,0.205455211,0.064333548,0.134305121,0.019136845,0.012539867,0.007750765,0.014695058,0.00218753,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2009,9,Fujian,East,15.83,15.28,15.28,0,0,0.55,0.576357303,0.156409091,0.073058021,0.138116147,0.019146049,0.012544229,0.006594251,0.014681312,0.003093596,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2010,10,Fujian,East,17.29,16.81,16.81,0,0,0.48,0.590258849,0.134995123,0.078250263,0.139175557,0.019123283,0.012526491,0.006122365,0.014654288,0.004893781,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2011,11,Fujian,East,17.82,17.34,17.34,0,0,0.48,0.607180908,0.106033421,0.08740962,0.139653545,0.019082155,0.012494961,0.005858679,0.014613348,0.007673364,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2012,12,Fujian,East,17.87,17.47,17.47,0,0,0.4,0.609489556,0.09656943,0.093318058,0.139656912,0.019053138,0.012478035,0.005773396,0.014592788,0.009068687,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2013,13,Fujian,East,18.16,17.78,17.78,0,0,0.38,0.610693037,0.088394886,0.099382426,0.13968864,0.019036474,0.012466265,0.00571405,0.014578396,0.010045827,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2014,14,Fujian,East,17.18,16.85,16.85,0,0,0.33,0.609924256,0.083132437,0.105011772,0.139716034,0.019028684,0.012461208,0.005684465,0.014572164,0.01046898,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2015,15,Fujian,East,17.48,17.22,17.22,0,0,0.26,0.606675712,0.080776335,0.110474804,0.139728038,0.019021297,0.012459392,0.005671407,0.014569894,0.010623121,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2016,16,Fujian,East,16.06,15.86,9.53,6.33,0,0.2,0.605315824,0.076763187,0.115736535,0.139756816,0.019021669,0.012458582,0.005660827,0.014568496,0.010718063,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2017,17,Fujian,East,17.33,17.18,0.99,14.76,1.43,0.15,0.607953002,0.070610768,0.119145442,0.139780011,0.019058837,0.012467243,0.005653174,0.014567824,0.0107637,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2018,18,Fujian,East,17.70785,17.70785,2.319506,12.27939,3.108954,0,0.605033438,0.070260184,0.122417608,0.139782493,0.019043039,0.012475323,0.005652111,0.01456776,0.010768043,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2019,19,Fujian,East,16.26983,16.26983,0,12.957187,3.312643,0,0.588146907,0.050967984,0.112149648,0.136505218,0.03946361,0.033398003,0.006911577,0.015946122,0.016510931,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅱ
三明,Sanming,212,2020,20,Fujian,East,17.689323,17.689317,2.328632,12.534173,2.826512,0.000006,0.592869829,0.038841396,0.116602961,0.139267938,0.039455707,0.03339096,0.006910119,0.015942759,0.01671833,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2001,1,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2002,2,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2003,3,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2004,4,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2005,5,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2006,6,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2007,7,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2008,8,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2009,9,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2010,10,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2011,11,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2012,12,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2013,13,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
三沙,Sansha,213,2014,14,Hainan,South,0.15,0,0,0,0,0.15,0.569442489,0.108786072,0.120659697,0.138388965,0.019035684,0.012703174,0.005712804,0.014568727,0.010702388,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2015,15,Hainan,South,0.11,0.11,0.11,0,0,0,0.557921869,0.100973767,0.140902644,0.137550709,0.019021268,0.012652288,0.005690544,0.01456849,0.01071842,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2016,16,Hainan,South,0.11,0,0,0,0,0.11,0.529310032,0.096922738,0.172770238,0.138228293,0.019010594,0.012766113,0.00567996,0.014568115,0.010743919,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2017,17,Hainan,South,0.12,0.12,0,0.12,0,0,0.514405334,0.087506029,0.196019567,0.138661124,0.018997626,0.013414814,0.005667926,0.014567882,0.010759696,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2018,18,Hainan,South,0.1825,0.1825,0,0.1825,0,0,0.384564219,0.097854157,0.32695985,0.128025541,0.019003616,0.012613904,0.005732986,0.014569106,0.010676622,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2019,19,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavy rainfall,Wet Ⅱ
三沙,Sansha,213,2020,20,Hainan,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2001,1,Hainan,South,11.2,11.2,11.2,0,0,0,0.443253726,0.389072594,0.037197721,0.075281098,0.018882285,0.01153499,0.008110416,0.014823969,0.001843203,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2002,2,Hainan,South,12.1,12.1,12.1,0,0,0,0.437147473,0.386406087,0.038186442,0.080786057,0.019080073,0.011925805,0.009839946,0.014727443,0.001900674,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2003,3,Hainan,South,14.6,14.6,14.4,0,0.2,0,0.477636558,0.311768669,0.046541116,0.103357324,0.019143522,0.012335876,0.012411907,0.014792219,0.00201281,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2004,4,Hainan,South,14.8,14.8,14.6,0,0.2,1.05E-15,0.479691876,0.299519983,0.049156245,0.109453808,0.019080622,0.012403943,0.013773249,0.01470838,0.002211893,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2005,5,Hainan,South,14.8,14.8,14.8,0,0,0,0.509015497,0.246843713,0.057609171,0.12594553,0.019126425,0.012478789,0.011271621,0.014740299,0.002968955,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2006,6,Hainan,South,15,15,15,0,0,0,0.3354211,0.45168124,0.033847135,0.11951198,0.019248185,0.012142958,0.007940393,0.014644421,0.005562589,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2007,7,Hainan,South,16.2,14.4,14.4,0,0,1.8,0.423199655,0.345842145,0.047267148,0.123965239,0.019109943,0.012471413,0.008051041,0.014646115,0.005447301,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2008,8,Hainan,South,16.27,16.27,16.27,0,0,0,0.389874582,0.381140341,0.05270901,0.116439771,0.019075374,0.01240143,0.007897072,0.0146406,0.00582182,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,10000,6500,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2009,9,Hainan,South,17.64,17.64,17.64,0,0,0,0.481603415,0.260353654,0.0648535,0.132143119,0.019054653,0.012475203,0.006713495,0.014605617,0.008197345,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2010,10,Hainan,South,19.68,19.68,19.68,0,0,0,0.522990992,0.206876815,0.071264629,0.136790256,0.019047663,0.012463261,0.006089323,0.014580595,0.009896465,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2011,11,Hainan,South,23.12,23.12,23.12,0,0,0,0.589373589,0.119287777,0.090236624,0.138726497,0.019043853,0.012459461,0.005872767,0.014572787,0.010426647,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
三亚,Sanya,214,2012,12,Hainan,South,23.98,23.98,23.98,0,0,0,0.599749374,0.101223212,0.097263603,0.139273395,0.019051047,0.012459054,0.005756815,0.014569438,0.010654063,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,Heavy rainfall,Wet Ⅱ
